"jumpTimes","jumpSizes"
0,100
2109,100.168023405344
6998,100.337463690667
10408,99.7646386160361
10836,99.389389546185
12557,98.71945955467
13149,98.860855135053
15572,99.5309380886386
17813,98.8339876637359
25212,98.9367049186923
38901,98.4450588914139
39244,97.9263937129224
43279,97.5321993331345
44332,97.3470061903066
45097,97.6177837873515
48938,97.6048830177328
55529,98.285947545181
58419,98.1005070736819
69673,98.3457678293839
71037,97.9138187630708
72328,98.6607154963158
73316,98.1519036314423
76882,97.5433463485547
81031,97.4620546617384
83994,96.712154445069
88020,97.0257337648114
88641,96.9959730180376
98298,96.5527379515753
101004,96.1173855640095
106118,97.0603243073953
106365,97.078930139587
110060,97.0387516351451
111077,96.976402866846
117044,97.2441458786019
129237,97.2769304598543
132432,97.0431699870045
136900,96.6787470203811
143929,95.8203595335311
146622,95.9987587129521
148882,96.6693894684023
152908,96.3378029350551
154986,96.3316619438954
164646,95.5317103955022
166465,96.0266001989192
173099,95.8150100998907
173890,95.1228501194581
174393,94.5901273767104
175853,94.4175140431117
178898,94.4453519606709
186126,93.9722573195749
187779,94.8218476367536
202872,95.4370996875413
206000,95.7890493929046
211380,96.1597089349077
213012,96.4118312643718
218431,96.0182341849383
222556,95.6953556423752
225028,95.8996010926177
228772,95.3245017665022
230528,95.7865934176881
232464,95.7901360718412
236771,96.4258217730751
237934,96.1764305918589
241196,95.2909827528698
241508,95.3537342921314
242106,94.8557355683419
252105,94.1865264906576
252876,93.8823743018472
256726,94.3941306837012
266776,94.2007312261764
269869,93.6456100830208
272587,93.4268986608722
280292,93.6104927047971
281167,93.2510980548583
286792,93.7140288900106
287445,93.3822342888067
293878,92.986408045732
295653,93.494073145686
