0.000000000000000000e+00,1.000000000000000000e+02
1.935000000000000000e+03,1.005061918648917896e+02
6.584000000000000000e+03,9.934564680388230329e+01
8.381000000000000000e+03,9.925409313928544464e+01
1.314900000000000000e+04,9.961713279397618237e+01
1.334600000000000000e+04,9.944256579660311957e+01
2.117300000000000000e+04,9.901894066371947645e+01
3.012900000000000000e+04,9.894235057405673217e+01
3.386700000000000000e+04,9.866207273151738377e+01
3.758100000000000000e+04,9.829936347863177559e+01
4.404100000000000000e+04,9.833424237491549036e+01
4.674100000000000000e+04,9.816640433338649530e+01
4.738300000000000000e+04,9.906768335514399837e+01
5.112900000000000000e+04,9.844565105039117725e+01
5.347500000000000000e+04,9.741904623124491991e+01
5.348100000000000000e+04,9.688450889382451692e+01
5.471400000000000000e+04,9.656773992767864456e+01
5.741500000000000000e+04,9.688459511257778445e+01
6.272900000000000000e+04,9.605289844393340104e+01
7.173300000000000000e+04,9.583904802237469767e+01
8.587900000000000000e+04,9.530956359566943092e+01
8.962900000000000000e+04,9.528357995233766076e+01
1.064600000000000000e+05,9.504665143601664568e+01
1.086890000000000000e+05,9.456810518215790751e+01
1.101570000000000000e+05,9.389256926865856201e+01
1.146090000000000000e+05,9.350195606871568543e+01
1.146810000000000000e+05,9.268645061533007379e+01
1.177330000000000000e+05,9.240695285518818025e+01
1.188580000000000000e+05,9.154763947757166420e+01
1.233660000000000000e+05,9.212568199368880073e+01
1.236150000000000000e+05,9.308253819419050501e+01
1.251280000000000000e+05,9.233547981913064007e+01
1.258570000000000000e+05,9.165106578505763935e+01
1.317640000000000000e+05,9.200436210143607241e+01
1.365600000000000000e+05,9.225939137553517355e+01
1.394890000000000000e+05,9.211448480103952363e+01
1.410060000000000000e+05,9.099605102159485170e+01
1.502760000000000000e+05,9.149570269238152775e+01
1.523670000000000000e+05,9.178966601751061205e+01
1.555420000000000000e+05,9.182931739268497040e+01
1.673730000000000000e+05,9.284421090721554037e+01
1.733130000000000000e+05,9.313610023698130647e+01
1.770220000000000000e+05,9.351769417548700858e+01
1.800990000000000000e+05,9.302780640753326225e+01
1.829860000000000000e+05,9.344708844544277326e+01
1.868310000000000000e+05,9.321920300566260664e+01
1.922030000000000000e+05,9.348497472839250122e+01
2.019350000000000000e+05,9.363258419815588240e+01
2.025630000000000000e+05,9.387578150253202125e+01
2.031960000000000000e+05,9.418195802124348859e+01
2.045490000000000000e+05,9.406069171490057101e+01
2.098220000000000000e+05,9.453782294969043676e+01
2.162590000000000000e+05,9.453613056981673424e+01
2.246430000000000000e+05,9.418866705358200875e+01
2.320730000000000000e+05,9.468552709119053645e+01
2.340690000000000000e+05,9.498918541670056470e+01
2.361320000000000000e+05,9.445438718012567847e+01
