"jumpTimes","jumpSizes"
0,100
1869,99.720446483155
7218,99.1298020268435
12786,100.2508867943
13360,100.946869401054
20940,100.744096954988
22255,99.701797198684
26359,100.220262011028
27156,100.533670350886
32673,100.245041847359
45000,100.021705063383
45644,100.635783452121
49982,101.024053469832
51162,101.446762431973
51182,100.573732814671
57864,99.4413529339495
59205,98.9325502746864
63740,99.4495945886684
64718,100.011556210884
65167,100.492412898317
69840,100.247124188957
69852,100.133410066952
75421,98.7879178629152
86113,98.9192149102081
91007,98.0442575456309
95344,98.0880930450681
98832,98.5248107061078
102011,98.614604437477
107489,98.6963319394779
109495,99.1485991953814
113709,99.1525216870594
114387,99.2653740061577
121682,98.9215620905609
127265,99.16004723619
127555,98.9248952660134
129110,98.9422252666606
135740,99.2894901878416
136340,99.5923919125567
139264,99.335653850412
141826,98.9893880202551
143754,99.0761710848476
145491,98.0990684025529
145907,98.2304055003537
147055,97.958627968521
147243,97.7507855368978
149155,96.8996105232835
151472,97.5636392793498
152927,97.2728204185305
157057,97.4203096860543
157342,97.0593267871181
159074,97.3136591518022
165168,95.9972985750952
173819,97.4628236591825
181219,96.9971034298835
188446,96.5917533719569
195385,96.6419319306191
196685,96.5885097699367
205263,96.1974246760572
211345,96.4086060739626
212739,96.2806133547634
218197,96.8317945106789
221202,97.0953796488122
224641,96.5055953216593
225652,96.7816038182064
233609,96.7315751195083
237748,96.4969939375575
238253,96.3602303190618
241275,96.9748754024786
244731,96.7290676117768
245728,96.2639202361258
248050,95.9610373710609
263568,95.7342295147421
266605,95.1350288072653
273331,94.2287882026686
282147,93.9552364396265
283374,93.8392854752337
287764,93.7016503395377
