"jumpTimes","jumpSizes"
0,100
451,99.6549293109481
693,99.6796338876525
4249,99.451178114374
9455,99.6543926092596
15594,100.261050450036
22011,100.564861488099
23604,100.853645628195
29455,100.628886397378
29677,99.5166828355999
46288,99.91124797848
54485,99.7108039917132
57364,99.6316822091689
58823,99.619153597079
62521,99.6517564674058
71266,98.5566945646622
74282,98.3318651720042
74914,98.49669374729
85297,99.1858152026874
95189,98.3986730734299
104977,98.2929487536723
114057,98.699304737506
119187,98.3477558088516
129798,98.80294492657
130058,99.1903729090034
133963,99.4368545127365
135867,99.7228797682486
141279,99.6085958318405
146407,99.9927021802535
154359,100.137815609209
154583,101.036099275543
161829,100.759135795279
164294,100.68858417181
166666,100.696850240542
167306,100.173163639983
169687,100.173750470277
171699,100.458010468512
177794,99.9491046258103
190031,99.8167442941919
191440,100.119131539909
209543,99.8342099119908
211967,99.53534874314
215578,99.6415186242485
221188,99.9021537128204
231025,100.495452217101
237201,100.701816124577
240430,101.125146603168
252403,101.104917532472
254897,100.908329656912
260016,101.089286618762
260400,101.270450473821
261325,102.666043328175
265608,102.367092947978
267519,103.060778881532
270019,103.152157059728
272903,104.10520205371
283894,103.390980689151
294503,103.838420167354
296696,104.086353858545
298729,103.899972416916
298865,103.926021904217
