"jumpTimes","jumpSizes"
0,100
3006,99.4877993146239
6555,98.4224817552744
11483,98.4515246318866
13229,98.1627610073829
23435,97.5340311248498
26361,98.4589365437722
29576,98.8875262958567
52505,98.6714912353038
79478,98.7240808337904
87249,98.4064647927591
88336,98.5179423661154
93613,99.1308181458145
93731,98.5651848205086
98111,97.9159949110127
105576,97.9018431557244
105900,97.937089541248
106424,97.789773943137
112062,98.6485729252969
116356,97.6331988628792
118244,97.5713302942581
120938,98.0655173852782
121075,98.3187542565823
121169,98.5423189149231
134262,98.5294332530829
136721,99.2030736362042
137302,99.4853005649391
141846,98.4684710961271
145580,99.1271212396327
148547,98.9199074986529
148685,98.1240850825942
155356,97.9346760847263
167619,98.0978433407078
178306,98.103504561914
183304,96.4007092760908
189321,96.823583009153
192122,96.192809538659
201221,96.2418703052667
203444,96.3697007003492
204335,96.8694939570273
207368,95.4522203959984
211446,95.5199707239844
212735,94.8419832518198
213745,94.91337601792
219220,94.8077351497075
225657,95.4307376872928
234197,95.4293544331832
237870,94.8308767013356
246002,95.1306750978579
250022,95.232464610728
251462,95.3010021266001
254672,95.4181081326589
258619,95.3072184965777
259973,95.6080128871118
260750,95.7054025166999
261406,95.1034533097777
264255,96.4072496006537
265298,96.1075033850138
270557,96.825107838561
282264,96.9120536302048
285404,97.2229022127328
285831,97.815534246757
296116,97.4152951092675
