"jumpTimes","jumpSizes"
0,100
2393,99.823277252747
7543,100.287899674695
7892,100.778280608843
8645,100.875966027375
16264,100.116088505804
17722,100.207137140595
28244,100.822020563759
32426,100.182828397846
40221,99.7915252583136
49153,100.048378295831
49341,99.3597166674104
51213,99.8997114819185
51848,99.6658184528962
56203,99.3988237773731
57510,99.1931996578861
62944,99.0986471527502
68443,98.7474215329527
74060,98.7712920351525
79458,98.6348436498063
80287,98.5020825414662
84152,98.314677297067
86431,98.9317481416409
88030,98.7383796892149
89710,98.0580149545888
90660,97.6566892080942
101667,98.1656841612959
109102,98.9936677564583
116617,99.5653261975589
117942,99.7926870050849
118211,100.730140923401
121581,101.299883810505
127819,101.60221033446
130254,101.511806541062
131427,101.998259317022
139572,101.807325686346
144409,101.373213784344
144973,101.877450335294
147455,101.800051697288
148615,102.540746224247
151624,103.024265328543
152456,102.34235243968
155133,102.542217220521
159709,103.254497008432
165322,103.509756235364
172703,102.244246350182
175044,102.250839641161
177440,102.257414014613
181824,102.161727070534
184725,102.014541623559
186153,101.680923458031
188079,101.494320848697
189455,101.35470552446
195621,100.310046794278
200157,100.020990208179
202376,99.7456610986988
205303,100.144529849353
207204,100.793972306899
219499,101.031884090403
221487,101.572968384384
231113,101.244286289988
239770,101.254240941963
240208,100.917290182984
243226,100.076735010222
246173,100.733729562393
261569,100.519398754318
262549,100.249987103466
266384,100.530358191433
269481,101.175688208967
276322,100.685893276411
281732,100.583814021642
288602,100.126134292155
293145,99.52340593362
