"jumpTimes","jumpSizes"
0,100
9918,100.307937675747
10388,100.65692820743
22150,100.916179934704
26205,101.522399629895
30405,101.806572549977
34463,102.341495713032
41007,102.358854810905
45156,102.362422307386
48976,102.617708753764
56433,102.251084584657
57157,101.765007884041
57392,102.864468691961
61350,103.058636104928
67261,103.946966753763
72067,104.413769794188
74899,104.508614235562
79474,104.373382347186
80812,103.843088807645
85457,103.929730392054
90900,102.445123297851
99780,102.178475198493
100144,102.331541684554
101748,102.567821943479
102620,102.893521089649
104627,103.805210769824
105861,103.520063732571
107794,103.230768419116
109142,104.604462090338
110168,104.313307644312
116789,104.481860635582
116857,104.391296503285
117484,104.056426871018
129568,104.124365385455
134952,104.537687192878
142874,103.58763142654
143346,104.061590001201
150940,103.26006921705
155969,104.723333274271
157973,104.550299993147
158806,105.21813191558
160743,105.764388836546
161129,105.738828675623
162283,105.688299746157
163530,105.862857433176
164810,106.422416014857
173293,106.379073759795
174532,107.049436908294
179021,107.336758885085
179195,107.319610932964
179239,107.75998257293
179463,107.437177254549
180902,107.709338444825
185770,108.318830471749
190002,108.164457631672
192599,108.345002241114
209164,107.960504593144
211903,108.344982410588
214795,108.389609414959
217546,109.180135888319
223587,109.244388104401
228732,109.357704461288
229076,109.067592836729
229773,107.554831527503
232857,107.196648054853
235818,106.609461727558
243923,106.175480618897
244346,106.632059107905
251853,106.68280122251
255681,107.315686858606
261652,107.065200000637
262000,105.995862308492
263360,106.55180523909
268247,106.147310268084
279862,105.941515540817
294622,106.574544713037
