"jumpTimes","jumpSizes"
0,100
1894,99.9506042162016
2847,99.9367891016949
8101,99.5931532326117
9275,100.281936659153
10433,100.668581483214
10594,99.6015347083571
13573,99.7859972390116
19203,100.661246393986
29982,100.105099951032
30346,100.842609311408
34459,100.843053343779
34538,100.431246170795
38679,101.250370092201
42792,101.064612937051
43624,100.672314921414
49149,100.303324434019
50705,100.702971638068
61206,101.154205864011
62072,101.17185273057
65228,101.101952003154
72956,100.736817799958
77888,100.392696225993
78641,100.771760528576
88223,101.325937871158
89492,101.634013088751
90636,101.10732877095
104945,100.82689821127
106782,99.9515110249018
109177,99.3933946196782
110721,99.9636694922039
110896,99.9139409590794
112775,99.489388659459
123155,99.040611586006
125715,99.8840466278344
126343,100.369385735381
129378,99.7320618639486
131115,99.6569732610996
138828,100.139659441504
142387,100.247679808486
143805,99.5311320559586
143813,99.5405634996941
144514,98.9633990471248
171975,98.9003876965455
173727,99.3479841102511
177671,99.0699010019926
185373,99.4626350641495
185765,99.2499852467522
189446,99.8032262238461
190661,99.7318909620201
191751,99.4277688035971
193126,99.7104746133092
195862,99.5794086571225
199328,100.321434106696
202440,100.494046760733
203314,100.300753856837
209303,100.395667879538
211825,100.532257056334
214233,100.411855182681
224716,100.449742793224
225854,100.938967081593
226142,99.4039972723164
229026,99.3982446988963
239280,99.3770486864518
241267,99.2902098308141
241826,99.9964775272175
245061,99.7301238584357
246427,100.257611463291
251217,99.9766405502143
253003,100.077697922666
254091,100.479027821737
256077,100.844328204369
256175,100.222718291727
257147,99.6841581636031
258649,100.050520203429
263200,99.7250280855927
263878,99.0555194193965
267265,99.8606080155497
267488,99.7049169860777
272032,99.5695064559216
273680,99.6101393909881
277624,99.6961144958183
278113,99.8602684873911
282356,100.148472661465
285008,100.074758204333
290305,99.9412563892457
298979,100.40302102741
